Sub-Curriculum Title,Sub-Curriculum Parent ID,Curriculum ID,Curriculum Title,Curriculum Description,Item Type,Item ID,Revision Number,Item Title,Initial Period (Item),Initial Number (Item),Effective Date,Sub-Curriculum ID,,,Active,Date Created
POROS 1L Process Scale Fines/Packed Bed Height,CUR-LSG-BED-QC-5003,CUR-LSG-BED-QC-5003,QC Process Scale Fines (PSF) & Turbidity Curriculum (Bedford QC Analytics),Assign with HACH 2100Q Turbidimeter training if not already assigned. Turbidimeter training requires sign off prior to PSF training. This training relates to the 1L scale.,OJT,LSG-BED-QC-OJT-0063,1,POROS 1L Process Scale Fines/Packed Bed Height (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,CUR-LSG-BED-QC-0044,,,Yes,11-Apr-25
POROS XQ APTAC Turbidity (Bedford QC),CUR-LSG-BED-QC-5003,CUR-LSG-BED-QC-5003,QC Process Scale Fines (PSF) & Turbidity Curriculum (Bedford QC Analytics),,DOC,LSG-BED-4486541,F,"4486541 FORM, POLYMER IN APTAC BY TURBIDITY (PPA MA Sites)",Days,28,11-Apr-25,CUR-LSG-BED-QC-0069,,,Yes,11-Apr-25
POROS XQ APTAC Turbidity (Bedford QC),CUR-LSG-BED-QC-5003,CUR-LSG-BED-QC-5003,QC Process Scale Fines (PSF) & Turbidity Curriculum (Bedford QC Analytics),,OJT,LSG-BED-QC-OJT-0099,1,POROS XQ APTAC Turbidity (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,CUR-LSG-BED-QC-0069,,,Yes,11-Apr-25
HACH 2100Q Turbidimeter (Bedford QC),CUR-LSG-BED-QC-0069,CUR-LSG-BED-QC-5003,QC Process Scale Fines (PSF) & Turbidity Curriculum (Bedford QC Analytics),,ELEARN,LSG-BED-QC-LI-0022,A,QC- Turbidimeter (Packed Bed Height) (Bedford and Chelmsford MA Site),Days,28,11-Apr-25,CUR-LSG-BED-QC-0029,,,Yes,11-Apr-25
HACH 2100Q Turbidimeter (Bedford QC),CUR-LSG-BED-QC-0069,CUR-LSG-BED-QC-5003,QC Process Scale Fines (PSF) & Turbidity Curriculum (Bedford QC Analytics),,DOC,LSG-BED-4486543,E,"4486543 UOP, HACH 2100Q TURBIDIMETER OPERATION",Days,28,11-Apr-25,CUR-LSG-BED-QC-0029,,,Yes,11-Apr-25
HACH 2100Q Turbidimeter (Bedford QC),CUR-LSG-BED-QC-0069,CUR-LSG-BED-QC-5003,QC Process Scale Fines (PSF) & Turbidity Curriculum (Bedford QC Analytics),,OJT,LSG-BED-QC-OJT-0045,1,HACH Turbidimeter (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,CUR-LSG-BED-QC-0029,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-5004,QC Porosimetry Curriculum (Bedford QC Analytics),Level Tech III+. Curriculum covers Autopore and Tristar instrument use and testing requirements - pore mode and volume.,,,,,,,,,,,Yes,16-Apr-25
Mercury Handling Training (Bedford EHS),CUR-LSG-BED-QC-5004,CUR-LSG-BED-QC-5004,QC Porosimetry Curriculum (Bedford QC Analytics),To cover safe handling of mercury and working with Porosimeter (CHM focus). Required training for access to lab.,ELEARN,LSG-BED-EHS-LI-0019,A,Mercury Handling Training  (Bedford and Chelmsford MA Sites),Days,28,16-Apr-25,CUR-LSG-BED-EHS-0035,,,Yes,16-Apr-25
Porosimetry - Autopore Testing & Analysis (Bedford QC),CUR-LSG-BED-QC-5004,CUR-LSG-BED-QC-5004,QC Porosimetry Curriculum (Bedford QC Analytics),"The OJT will include sample preparations, run preparation, starting and monitoring an analysis, control testing, post run cleaning, data analysis, creation of penetrometer files, and creation of blank files.",OJT,LSG-BED-QC-OJT-0104,1,Porosimetry - Autopore Testing & Analysis (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,CUR-LSG-BED-QC-0072,,,Yes,11-Apr-25
Porosimetry - Autopore Testing & Analysis (Bedford QC),CUR-LSG-BED-QC-5004,CUR-LSG-BED-QC-5004,QC Porosimetry Curriculum (Bedford QC Analytics),"The OJT will include sample preparations, run preparation, starting and monitoring an analysis, control testing, post run cleaning, data analysis, creation of penetrometer files, and creation of blank files.",DOC,LSG-BED-100102409,D,100102409 PORE SIZE BY AUTOPORE POROSIMETRY (PPA MA Sites),Days,28,27-Jul-25,CUR-LSG-BED-QC-0072,,,Yes,11-Apr-25
Porosimetry - Autopore Testing & Analysis (Bedford QC),CUR-LSG-BED-QC-5004,CUR-LSG-BED-QC-5004,QC Porosimetry Curriculum (Bedford QC Analytics),"The OJT will include sample preparations, run preparation, starting and monitoring an analysis, control testing, post run cleaning, data analysis, creation of penetrometer files, and creation of blank files.",DOC,LSG-BED-100102410,A1,100102410 AUTOPORE PORE MODE TEST LOG (PPA MA Sites),Days,28,11-Apr-25,CUR-LSG-BED-QC-0072,,,Yes,11-Apr-25
Porosimetry - Autopore Testing & Analysis (Bedford QC),CUR-LSG-BED-QC-5004,CUR-LSG-BED-QC-5004,QC Porosimetry Curriculum (Bedford QC Analytics),"The OJT will include sample preparations, run preparation, starting and monitoring an analysis, control testing, post run cleaning, data analysis, creation of penetrometer files, and creation of blank files.",DOC,LSG-BED-4456721,G,"4456721 FORM, PORE MODE ANALYSIS WORKSHEET (PPA MA Sites)",Days,28,22-Apr-25,CUR-LSG-BED-QC-0072,,,Yes,11-Apr-25
Porosimetry - Autopore Testing & Analysis (Bedford QC),CUR-LSG-BED-QC-5004,CUR-LSG-BED-QC-5004,QC Porosimetry Curriculum (Bedford QC Analytics),"The OJT will include sample preparations, run preparation, starting and monitoring an analysis, control testing, post run cleaning, data analysis, creation of penetrometer files, and creation of blank files.",ELEARN,LSG-BED-QC-LI-0015,A,QC - Porosimetry - Autopore Testing & Analysis (Bedford and Chelmsford MA Site),Days,28,11-Apr-25,CUR-LSG-BED-QC-0072,,,Yes,11-Apr-25
Porosimetry - Autopore Testing & Analysis (Bedford QC),CUR-LSG-BED-QC-5004,CUR-LSG-BED-QC-5004,QC Porosimetry Curriculum (Bedford QC Analytics),"The OJT will include sample preparations, run preparation, starting and monitoring an analysis, control testing, post run cleaning, data analysis, creation of penetrometer files, and creation of blank files.",ELEARN,LSG-BED-QC-LI-0019,A,QC - Porosimetry Testing - Safety (Bedford and Chelmsford MA Site),Days,28,11-Apr-25,CUR-LSG-BED-QC-0072,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-5005,QC Porosimetry with PMI Only Curriculum (Bedford QC Analytics),"Level Tech III+. Curriculum covers PMI instrument use, maintenance and testing. Applicable to only the Bedford location.",,,,,,,,,,,Yes,16-Apr-25
Mercury Handling Training (Bedford EHS),CUR-LSG-BED-QC-5005,CUR-LSG-BED-QC-5005,QC Porosimetry with PMI Only Curriculum (Bedford QC Analytics),To cover safe handling of mercury and working with Porosimeter (CHM focus). Required training for access to lab.,ELEARN,LSG-BED-EHS-LI-0019,A,Mercury Handling Training  (Bedford and Chelmsford MA Sites),Days,28,16-Apr-25,CUR-LSG-BED-EHS-0035,,,Yes,16-Apr-25
,,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),Level Tech III+.,,,,,,,,,,,Yes,16-Apr-25
Ceric Sulfate LOD & Acid Conc. (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),Assign Loss on Drying-OHAUS Balance and pH/Conductivity training roles as pre-reqs to be completed prior/before. Method of measuring loss on drying and sulfuric acid concentration using the moisture balance and conductivity meter.,OJT,LSG-BED-QC-OJT-0027,2,Ceric Sulfate LOD and Acid Concentration (Bedford and Chelmsford MA Sites),Days,90,9-Jul-25,CUR-LSG-BED-QC-0018,,,Yes,10-Apr-25
Ceric Sulfate LOD & Acid Conc. (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),Assign Loss on Drying-OHAUS Balance and pH/Conductivity training roles as pre-reqs to be completed prior/before. Method of measuring loss on drying and sulfuric acid concentration using the moisture balance and conductivity meter.,DOC,LSG-BED-SOP100123357,C,SOP100123357 CERIC SULFATE LOD&ACID CONC (PPA MA Sites),Days,28,14-May-25,CUR-LSG-BED-QC-0018,,,Yes,10-Apr-25
Ceric Sulfate LOD & Acid Conc. (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),Assign Loss on Drying-OHAUS Balance and pH/Conductivity training roles as pre-reqs to be completed prior/before. Method of measuring loss on drying and sulfuric acid concentration using the moisture balance and conductivity meter.,DOC,LSG-BED-SOP1000106,A,SOP1000106 Ceric Sulfate Pooling Sample (PPA MA Sites),Days,28,10-Apr-25,CUR-LSG-BED-QC-0018,,,Yes,10-Apr-25
Ceric Sulfate LOD & Acid Conc. (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),Assign Loss on Drying-OHAUS Balance and pH/Conductivity training roles as pre-reqs to be completed prior/before. Method of measuring loss on drying and sulfuric acid concentration using the moisture balance and conductivity meter.,DOC,LSG-BED-FRM100123488,A,FRM100123488 SULFURIC ACID CAL CURVE FORM (PPA MA Sites),Days,28,10-Apr-25,CUR-LSG-BED-QC-0018,,,Yes,10-Apr-25
Ceric Sulfate LOD & Acid Conc. (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),Assign Loss on Drying-OHAUS Balance and pH/Conductivity training roles as pre-reqs to be completed prior/before. Method of measuring loss on drying and sulfuric acid concentration using the moisture balance and conductivity meter.,DOC,LSG-BED-FRM100123487,B,FRM100123487 CERIC SULFATE LODACID CONC FRM (PPA MA Sites),Days,28,14-May-25,CUR-LSG-BED-QC-0018,,,Yes,10-Apr-25
Ceric Sulfate Solubility (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),"This training will cover the solubility test on the incoming raw material ceric sulfate per 4482667.  This procedure is a two day process.  On the first day, the samples will be prepared, dissolved, filtered, and then placed in the oven for drying.  On the second day, the weight and percentage of insoluble ceric sulfate will be determined.  An overview of the equipment used for the procedure will be provided.",ELEARN,LSG-BED-QC-LI-0001,A,Ceric Sulfate Solubility (Bedford and Chelmsford MA Site),Days,28,10-Apr-25,CUR-LSG-BED-QC-0019,,,Yes,10-Apr-25
Ceric Sulfate Solubility (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),"This training will cover the solubility test on the incoming raw material ceric sulfate per 4482667.  This procedure is a two day process.  On the first day, the samples will be prepared, dissolved, filtered, and then placed in the oven for drying.  On the second day, the weight and percentage of insoluble ceric sulfate will be determined.  An overview of the equipment used for the procedure will be provided.",DOC,LSG-BED-SOP1000106,A,SOP1000106 Ceric Sulfate Pooling Sample (PPA MA Sites),Days,28,10-Apr-25,CUR-LSG-BED-QC-0019,,,Yes,10-Apr-25
Ceric Sulfate Solubility (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),"This training will cover the solubility test on the incoming raw material ceric sulfate per 4482667.  This procedure is a two day process.  On the first day, the samples will be prepared, dissolved, filtered, and then placed in the oven for drying.  On the second day, the weight and percentage of insoluble ceric sulfate will be determined.  An overview of the equipment used for the procedure will be provided.",DOC,LSG-BED-BED7050,B1,BED7050 LAB VACUUM OVEN DRYING (PPA MA Sites),Days,28,10-Apr-25,CUR-LSG-BED-QC-0019,,,Yes,10-Apr-25
Ceric Sulfate Solubility (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),"This training will cover the solubility test on the incoming raw material ceric sulfate per 4482667.  This procedure is a two day process.  On the first day, the samples will be prepared, dissolved, filtered, and then placed in the oven for drying.  On the second day, the weight and percentage of insoluble ceric sulfate will be determined.  An overview of the equipment used for the procedure will be provided.",DOC,LSG-BED-4482668,B2,"4482668 FORM, CERIC SULFATE SOLUBILITY TEST (PPA MA Sites)",Days,28,10-Apr-25,CUR-LSG-BED-QC-0019,,,Yes,10-Apr-25
Ceric Sulfate Solubility (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),"This training will cover the solubility test on the incoming raw material ceric sulfate per 4482667.  This procedure is a two day process.  On the first day, the samples will be prepared, dissolved, filtered, and then placed in the oven for drying.  On the second day, the weight and percentage of insoluble ceric sulfate will be determined.  An overview of the equipment used for the procedure will be provided.",DOC,LSG-BED-4482667,C,"4482667 PROC, CERIC SULFATE SOLUBILITY TEST (PPA MA Sites)",Days,28,10-Apr-25,CUR-LSG-BED-QC-0019,,,Yes,10-Apr-25
Ceric Sulfate Solubility (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),"This training will cover the solubility test on the incoming raw material ceric sulfate per 4482667.  This procedure is a two day process.  On the first day, the samples will be prepared, dissolved, filtered, and then placed in the oven for drying.  On the second day, the weight and percentage of insoluble ceric sulfate will be determined.  An overview of the equipment used for the procedure will be provided.",OJT,LSG-BED-QC-OJT-0028,1,Ceric Sulfate Solubility (Bedford and Chelmsford MA Sites),Days,28,10-Apr-25,CUR-LSG-BED-QC-0019,,,Yes,10-Apr-25
CERIUM TITRATION (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),,DOC,LSG-BED-4459568,D,"4459568 FORM, CERIUM (IV) SULFATE TITRATION (PPA MA Sites)",Days,28,10-Apr-25,CUR-LSG-BED-QC-0020,,,Yes,10-Apr-25
CERIUM TITRATION (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),,DOC,LSG-BED-4451875,E,"4451875 SOP, CERIUM TITRATION (PPA MA Sites)",Days,28,10-Apr-25,CUR-LSG-BED-QC-0020,,,Yes,10-Apr-25
CERIUM TITRATION (Bedford QC),CUR-LSG-BED-QC-5006,CUR-LSG-BED-QC-5006,QC Ceric Sulfate Characterization Curriculum (Bedford QC Analytics),,OJT,LSG-BED-QC-OJT-0029,1,Cerium Titration (Bedford and Chelmsford MA Sites),Days,28,10-Apr-25,CUR-LSG-BED-QC-0020,,,Yes,10-Apr-25
,,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),Level Tech II+.,,,,,,,,,,,Yes,16-Apr-25
Bioburden and Endotoxin Sampling (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"This role will require an R&A for Contract Laboratory Testing (BED3172) an R&A for Bioburden and Endotoxin Sampling for POROS Resins & Tropix Synthesis Polymers (100075299). A LI will cover the sampling process.  OJT will include preparing media, sampling plan, performing bioburden and endotoxin sampling aseptically using a laminar flow hood, and clean-up.",DOC,LSG-BED-100075299,C,100075299 BIOBURDEN SAMPLING FOR FINAL PRODUCT (PPA MA Sites),Days,28,22-Jun-25,CUR-LSG-BED-QC-0014,,,Yes,10-Apr-25
Bioburden and Endotoxin Sampling (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"This role will require an R&A for Contract Laboratory Testing (BED3172) an R&A for Bioburden and Endotoxin Sampling for POROS Resins & Tropix Synthesis Polymers (100075299). A LI will cover the sampling process.  OJT will include preparing media, sampling plan, performing bioburden and endotoxin sampling aseptically using a laminar flow hood, and clean-up.",OJT,LSG-BED-QC-OJT-0022,1,Bioburden and Endotoxin Sampling (Bedford and Chelmsford MA Sites),Days,28,10-Apr-25,CUR-LSG-BED-QC-0014,,,Yes,10-Apr-25
Bioburden and Endotoxin Sampling (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"This role will require an R&A for Contract Laboratory Testing (BED3172) an R&A for Bioburden and Endotoxin Sampling for POROS Resins & Tropix Synthesis Polymers (100075299). A LI will cover the sampling process.  OJT will include preparing media, sampling plan, performing bioburden and endotoxin sampling aseptically using a laminar flow hood, and clean-up.",DOC,LSG-BED-BED3172,H,BED3172 CONTRACT LABORATORY TESTING (PPA MA Sites),Days,28,22-Jun-25,CUR-LSG-BED-QC-0014,,,Yes,10-Apr-25
Bioburden and Endotoxin Sampling (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"This role will require an R&A for Contract Laboratory Testing (BED3172) an R&A for Bioburden and Endotoxin Sampling for POROS Resins & Tropix Synthesis Polymers (100075299). A LI will cover the sampling process.  OJT will include preparing media, sampling plan, performing bioburden and endotoxin sampling aseptically using a laminar flow hood, and clean-up.",ELEARN,LSG-BED-QC-LI-0023,A,QC-Bioburden in POROS Media & Synthesis Polymers (Packed Bed Height) (Bedford and Chelmsford MA Site),Days,28,10-Apr-25,CUR-LSG-BED-QC-0014,,,Yes,10-Apr-25
Bioburden for RODI Water (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"This training will cover how QC performs bioburden testing using the Milliflex Pump on RODI water samples taken from the water loops at the Bedford and Framingham Sites as well as verification of incubator temperature by thermometer.  An over view of how the samples are processed, how the data is collected, and what to do if the samples have microbial growth will be provided.",OJT,LSG-BED-QC-OJT-0023,1,Bioburden for RODI Water (Bedford and Chelmsford MA Sites),Days,28,10-Apr-25,CUR-LSG-BED-QC-0015,,,Yes,10-Apr-25
Bioburden for RODI Water (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"This training will cover how QC performs bioburden testing using the Milliflex Pump on RODI water samples taken from the water loops at the Bedford and Framingham Sites as well as verification of incubator temperature by thermometer.  An over view of how the samples are processed, how the data is collected, and what to do if the samples have microbial growth will be provided.",DOC,LSG-BED-8-0292-70-0497,G,8-0292-70-0497 PROCESS WATER SAMPLING DATA (PPA MA Sites),Days,28,19-May-25,CUR-LSG-BED-QC-0015,,,Yes,10-Apr-25
Bioburden for RODI Water (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"This training will cover how QC performs bioburden testing using the Milliflex Pump on RODI water samples taken from the water loops at the Bedford and Framingham Sites as well as verification of incubator temperature by thermometer.  An over view of how the samples are processed, how the data is collected, and what to do if the samples have microbial growth will be provided.",DOC,LSG-BED-BED1024,C,BED1024 RODI WATER POLICY BEDFORD (PPA MA Sites),Days,28,15-Jun-25,CUR-LSG-BED-QC-0015,,,Yes,10-Apr-25
Bioburden for RODI Water (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"This training will cover how QC performs bioburden testing using the Milliflex Pump on RODI water samples taken from the water loops at the Bedford and Framingham Sites as well as verification of incubator temperature by thermometer.  An over view of how the samples are processed, how the data is collected, and what to do if the samples have microbial growth will be provided.",DOC,LSG-BED-BED3059,P,BED3059 BIOBURDEN TESTING FOR PROCESS WATER (PPA MA Sites),Days,28,27-Jul-25,CUR-LSG-BED-QC-0015,,,Yes,10-Apr-25
Endotoxin Testing (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"Training will include an R&A of Endotoxin Testing for RODI Water and POROS (BED3069) and OJT. OJT includes resin prep/dilution, instrument set up and operation, and data retrieval/analysis.",DOC,LSG-BED-BED3069,U,BED3069 ENDOTOXIN TESTING FOR RODI WATER AND POROS (PPA MA Sites),Days,28,3-Dec-25,CUR-LSG-BED-QC-0024,,,Yes,10-Apr-25
Endotoxin Testing (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"Training will include an R&A of Endotoxin Testing for RODI Water and POROS (BED3069) and OJT. OJT includes resin prep/dilution, instrument set up and operation, and data retrieval/analysis.",DOC,LSG-BED-BED1024,C,BED1024 RODI WATER POLICY BEDFORD (PPA MA Sites),Days,28,15-Jun-25,CUR-LSG-BED-QC-0024,,,Yes,10-Apr-25
Endotoxin Testing (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"Training will include an R&A of Endotoxin Testing for RODI Water and POROS (BED3069) and OJT. OJT includes resin prep/dilution, instrument set up and operation, and data retrieval/analysis.",OJT,LSG-BED-QC-OJT-0037,1,Endotoxin Testing (Bedford and Chelmsford MA Sites),Days,28,10-Apr-25,CUR-LSG-BED-QC-0024,,,Yes,10-Apr-25
POROS Bioburden Determination (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"This training will cover how the bioburden testing results for POROS resins and Tropix Polymers are obtained from contract labs, how the results are interpreted, and then how they are recorded in Form 100075200 and in SAP-QM.",OJT,LSG-BED-QC-OJT-0077,1,POROS Bioburden Determination (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,CUR-LSG-BED-QC-0057,,,Yes,11-Apr-25
POROS Bioburden Determination (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"This training will cover how the bioburden testing results for POROS resins and Tropix Polymers are obtained from contract labs, how the results are interpreted, and then how they are recorded in Form 100075200 and in SAP-QM.",DOC,LSG-BED-100075200,C,100075200 POROS BIOBURDEN SPREADSHEET (PPA MA Sites),Days,28,22-Jun-25,CUR-LSG-BED-QC-0057,,,Yes,11-Apr-25
POROS Bioburden Determination (Bedford QC),CUR-LSG-BED-QC-5007,CUR-LSG-BED-QC-5007,QC Bedford Bioburden/Endotoxin Testing Curriculum (Bedford QC Analytics),"This training will cover how the bioburden testing results for POROS resins and Tropix Polymers are obtained from contract labs, how the results are interpreted, and then how they are recorded in Form 100075200 and in SAP-QM.",DOC,LSG-BED-4371392,V,4371392 BIOBURDEN DETERMINATION POROS & POLYMERS (PPA MA Sites),Days,28,10-Dec-25,CUR-LSG-BED-QC-0057,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-5008,QC RODI Water Sampling Curriculum (Bedford QC Analytics),Level Tech II+.,,,,,,,,,,,Yes,16-Apr-25
2P RODI Water Sampling (Bedford Microbiology Lab),CUR-LSG-BED-QC-5008,CUR-LSG-BED-QC-5008,QC RODI Water Sampling Curriculum (Bedford QC Analytics),*Assign with training role Port Sanitization. Covers sampling process and building/port locations.,ELEARN,LSG-BED-QC-LI-0021,A,QC - TOC Sampling (Packed Bed Height) (Bedford and Chelmsford MA Site),Days,28,10-Apr-25,CUR-LSG-BED-MIC-0005,,,Yes,10-Apr-25
2P RODI Water Sampling (Bedford Microbiology Lab),CUR-LSG-BED-QC-5008,CUR-LSG-BED-QC-5008,QC RODI Water Sampling Curriculum (Bedford QC Analytics),*Assign with training role Port Sanitization. Covers sampling process and building/port locations.,DOC,LSG-BED-BED3285,T,BED3285 PROCESS WATER SAMPLING & TEST PREP (PPA MA Sites),Days,28,10-Dec-25,CUR-LSG-BED-MIC-0005,,,Yes,10-Apr-25
2P RODI Water Sampling (Bedford Microbiology Lab),CUR-LSG-BED-QC-5008,CUR-LSG-BED-QC-5008,QC RODI Water Sampling Curriculum (Bedford QC Analytics),*Assign with training role Port Sanitization. Covers sampling process and building/port locations.,OJT,LSG-BED-QC-OJT-0005,1,2P RODI Water Sampling (Bedford MA Site),Days,28,10-Apr-25,CUR-LSG-BED-MIC-0005,,,Yes,10-Apr-25
2P RODI Water Sampling (Bedford Microbiology Lab),CUR-LSG-BED-QC-5008,CUR-LSG-BED-QC-5008,QC RODI Water Sampling Curriculum (Bedford QC Analytics),*Assign with training role Port Sanitization. Covers sampling process and building/port locations.,DOC,LSG-BED-8-0292-70-0497,G,8-0292-70-0497 PROCESS WATER SAMPLING DATA (PPA MA Sites),Days,28,19-May-25,CUR-LSG-BED-MIC-0005,,,Yes,10-Apr-25
35W RODI Water Sampling (Bedford Microbiology Lab),CUR-LSG-BED-QC-5008,CUR-LSG-BED-QC-5008,QC RODI Water Sampling Curriculum (Bedford QC Analytics),*Assign with training role Port Sanitization. Covers sampling process and building/port locations.,OJT,LSG-BED-QC-OJT-0007,1,35W RODI Water Sampling (Bedford MA Site),Days,28,15-Apr-25,CUR-LSG-BED-MIC-0011,,,Yes,15-Apr-25
35W RODI Water Sampling (Bedford Microbiology Lab),CUR-LSG-BED-QC-5008,CUR-LSG-BED-QC-5008,QC RODI Water Sampling Curriculum (Bedford QC Analytics),*Assign with training role Port Sanitization. Covers sampling process and building/port locations.,DOC,LSG-BED-8-0292-70-0497,G,8-0292-70-0497 PROCESS WATER SAMPLING DATA (PPA MA Sites),Days,28,19-May-25,CUR-LSG-BED-MIC-0011,,,Yes,15-Apr-25
35W RODI Water Sampling (Bedford Microbiology Lab),CUR-LSG-BED-QC-5008,CUR-LSG-BED-QC-5008,QC RODI Water Sampling Curriculum (Bedford QC Analytics),*Assign with training role Port Sanitization. Covers sampling process and building/port locations.,ELEARN,LSG-BED-QC-LI-0021,A,QC - TOC Sampling (Packed Bed Height) (Bedford and Chelmsford MA Site),Days,28,15-Apr-25,CUR-LSG-BED-MIC-0011,,,Yes,15-Apr-25
35W RODI Water Sampling (Bedford Microbiology Lab),CUR-LSG-BED-QC-5008,CUR-LSG-BED-QC-5008,QC RODI Water Sampling Curriculum (Bedford QC Analytics),*Assign with training role Port Sanitization. Covers sampling process and building/port locations.,DOC,LSG-BED-BED3285,T,BED3285 PROCESS WATER SAMPLING & TEST PREP (PPA MA Sites),Days,28,10-Dec-25,CUR-LSG-BED-MIC-0011,,,Yes,15-Apr-25
,,CUR-LSG-BED-QC-5009,QC Coulter Verification Curriculum (Bedford QC Analytics),Level Tech III+.,,,,,,,,,,,Yes,16-Apr-25
POROS Coulter Particle Size (Bedford QC),CUR-LSG-BED-QC-5009,CUR-LSG-BED-QC-5009,QC Coulter Verification Curriculum (Bedford QC Analytics),,OJT,LSG-BED-QC-OJT-0080,1,POROS Coulter Particle Size (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,CUR-LSG-BED-QC-0061,,,Yes,11-Apr-25
POROS Coulter Particle Size (Bedford QC),CUR-LSG-BED-QC-5009,CUR-LSG-BED-QC-5009,QC Coulter Verification Curriculum (Bedford QC Analytics),,DOC,LSG-BED-100118379,A,100118379 MULTISIZER 4E OPERATION (PPA MA Sites),Days,28,11-Apr-25,CUR-LSG-BED-QC-0061,,,Yes,11-Apr-25
