Sub-Curriculum Title,Sub-Curriculum Parent ID,Curriculum ID,Curriculum Title,Curriculum Description,Item Type,Item ID,Revision Number,Item Title,Initial Period (Item),Initial Number (Item),Effective Date,Sub-Curriculum ID,,,Active,Date Created
,,CUR-LSG-BED-QC-0050,POROS AAV Stability (Bedford QC),"*Assign training role UV Protein Concentration & POROS AKTA PURE HPLC as co-requisites
Training to cover the following testing:


	low pH ionic capacity
	high pH ionic capacity
	protein separation
	dynamic binding capacity",DOC,LSG-BED-100044764,E,"100044764 FORM,POROS AAV UV RT STABILITY (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0050,POROS AAV Stability (Bedford QC),"*Assign training role UV Protein Concentration & POROS AKTA PURE HPLC as co-requisites
Training to cover the following testing:


	low pH ionic capacity
	high pH ionic capacity
	protein separation
	dynamic binding capacity",OJT,LSG-BED-QC-OJT-0071,1,POROS AAV Stability (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0051,POROS Functional Testing on AKTA Pure (Bedford QC),"Training to cover AEX50, HS and HE functional testing",DOC,LSG-BED-BED3153,E00,BED3153 FRONTAL CAPACITY TEST FOR POROS HEPARIN (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0051,POROS Functional Testing on AKTA Pure (Bedford QC),"Training to cover AEX50, HS and HE functional testing",DOC,LSG-BED-100040128,F,"100040128 PROC,PROTEIN STAND SEPARATION AEX50 (PPA MA Sites)",Days,28,10-Dec-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0051,POROS Functional Testing on AKTA Pure (Bedford QC),"Training to cover AEX50, HS and HE functional testing",DOC,LSG-BED-SOP1000604,B,SOP1000604 A220 DBC on AKTA PURE (PPA MA Sites),Days,28,10-Dec-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0051,POROS Functional Testing on AKTA Pure (Bedford QC),"Training to cover AEX50, HS and HE functional testing",OJT,LSG-BED-QC-OJT-0161,1,POROS General Functional Testing on AKTA Pure (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0051,POROS Functional Testing on AKTA Pure (Bedford QC),"Training to cover AEX50, HS and HE functional testing",DOC,LSG-BED-100025401,F,100025401 DYNAMIC BINDING CAPACITY HS250 (PPA MA Campus),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0051,POROS Functional Testing on AKTA Pure (Bedford QC),"Training to cover AEX50, HS and HE functional testing",DOC,LSG-BED-100025402,D,"100025402 PROC,IONIC CAPACITY TEST HS250 (PPA MA Campus)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0051,POROS Functional Testing on AKTA Pure (Bedford QC),"Training to cover AEX50, HS and HE functional testing",DOC,LSG-BED-100025403,E00,"100025403 PROC,PROTEIN SEPARATION HS250 (PPA MA Campus)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0051,POROS Functional Testing on AKTA Pure (Bedford QC),"Training to cover AEX50, HS and HE functional testing",DOC,LSG-BED-100040126,D,"100040126 PROC, LOW PH IONIC CAPACITY AEX50 (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0051,POROS Functional Testing on AKTA Pure (Bedford QC),"Training to cover AEX50, HS and HE functional testing",DOC,LSG-BED-100040127,E,"100040127 PROC,HIGH PH IONIC CAPACITY HQ50 (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0051,POROS Functional Testing on AKTA Pure (Bedford QC),"Training to cover AEX50, HS and HE functional testing",DOC,LSG-BED-100040129,E,"100040129 PROC,DYNAMIC BINDING CAPACITY AEX50 (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0051,POROS Functional Testing on AKTA Pure (Bedford QC),"Training to cover AEX50, HS and HE functional testing",DOC,LSG-BED-BED3008,B1,BED3008 PROTEIN CAPACITY TEST FOR POROS A220 AND G220 (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-4467916,G,"4467916 PROC, POROS XQ SEPARATION (PPA MA Sites)",Days,28,10-Dec-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-100054916,B,"100054916 FORM, HIC PROTEIN DILUTION (PPA MA Sites)",Days,28,16-Dec-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-BED3331,E00,BED3331 POROS A5/A450 LEACHABLE SAMPLE PREP (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-100033969,E,"100033969 SOP,IONIC CAP POROS OLIGO DT20 (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",OJT,LSG-BED-QC-OJT-0162,1,POROS General Functional Testing on AKTA Purifier (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-4399009,H,"4399009 PROC, FRONTAL PROTEIN CAPACITY/POROS XS (PPA MA Sites)",Days,28,16-Dec-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-BED3171,H00,BED3171 POROS A50 PROTEIN CAPACITY TEST (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-4467917,F,"4467917 PROC, POROS XQ PROTEIN CAPACITY (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-4467915,F,"4467915 PROC, POROS XQ IONIC CAPACITY (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-4404896,F,"4404896 PROC, PROTEIN STDS SEPARATION/POROS XS (PPA MA Sites)",Days,28,10-Dec-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-100043803,E00,"100043803 PROC, POROS HIC SEPARATION (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-100043804,G,"100043804 PROC, POROS HIC DBC (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-100054704,A1,"100054704 FORM, HIC PROTEIN CONCENTRATION (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing",DOC,LSG-BED-4389080,E,"4389080 PROC, IONIC CAPACITY TEST/POROS XS (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0053,POROS AKTA PURE HPLC (Bedford QC),"R&A of Flow Rate Determination (BED3157), AKTA Pure Operation (100025400), and OJT. OJT includes system preparation, test specific buffer and sample preparation, system set up, calibration and system checks, data analysis, and system break-down/cleaning. Assign as co-req for all tests run on system.",ELEARN,LSG-BED-QCAD-LI-0003,A,UNICORN 7: Features & Modifications (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0053,POROS AKTA PURE HPLC (Bedford QC),"R&A of Flow Rate Determination (BED3157), AKTA Pure Operation (100025400), and OJT. OJT includes system preparation, test specific buffer and sample preparation, system set up, calibration and system checks, data analysis, and system break-down/cleaning. Assign as co-req for all tests run on system.",OJT,LSG-BED-QC-OJT-0073,1,POROS AKTA PURE HPLC (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0053,POROS AKTA PURE HPLC (Bedford QC),"R&A of Flow Rate Determination (BED3157), AKTA Pure Operation (100025400), and OJT. OJT includes system preparation, test specific buffer and sample preparation, system set up, calibration and system checks, data analysis, and system break-down/cleaning. Assign as co-req for all tests run on system.",DOC,LSG-BED-100025400,J,"100025400 UOP, AKTA PURE OPERATION (PPA MA Campus)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0053,POROS AKTA PURE HPLC (Bedford QC),"R&A of Flow Rate Determination (BED3157), AKTA Pure Operation (100025400), and OJT. OJT includes system preparation, test specific buffer and sample preparation, system set up, calibration and system checks, data analysis, and system break-down/cleaning. Assign as co-req for all tests run on system.",DOC,LSG-BED-100032821,D,100032821 CONDUCT DETERMINATION FOR AKTA (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0053,POROS AKTA PURE HPLC (Bedford QC),"R&A of Flow Rate Determination (BED3157), AKTA Pure Operation (100025400), and OJT. OJT includes system preparation, test specific buffer and sample preparation, system set up, calibration and system checks, data analysis, and system break-down/cleaning. Assign as co-req for all tests run on system.",DOC,LSG-BED-BED3157,F,BED3157 FLOW RATE DETERMINATION (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0053,POROS AKTA PURE HPLC (Bedford QC),"R&A of Flow Rate Determination (BED3157), AKTA Pure Operation (100025400), and OJT. OJT includes system preparation, test specific buffer and sample preparation, system set up, calibration and system checks, data analysis, and system break-down/cleaning. Assign as co-req for all tests run on system.",DOC,LSG-BED-100089383,B,"100089383 FORM,HPLC SET UP (PPA MA Sites)",Days,28,16-Dec-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0054,POROS AKTA PURIFIER HPLC (Bedford QC),,DOC,LSG-BED-BED3157,F,BED3157 FLOW RATE DETERMINATION (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0054,POROS AKTA PURIFIER HPLC (Bedford QC),,DOC,LSG-BED-4443544,K,"4443544 UOP, AKTA PURIFIER (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0054,POROS AKTA PURIFIER HPLC (Bedford QC),,DOC,LSG-BED-100089383,B,"100089383 FORM,HPLC SET UP (PPA MA Sites)",Days,28,16-Dec-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0054,POROS AKTA PURIFIER HPLC (Bedford QC),,ELEARN,LSG-BED-QCAD-LI-0003,A,UNICORN 7: Features & Modifications (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0054,POROS AKTA PURIFIER HPLC (Bedford QC),,DOC,LSG-BED-100032821,D,100032821 CONDUCT DETERMINATION FOR AKTA (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0054,POROS AKTA PURIFIER HPLC (Bedford QC),,OJT,LSG-BED-QC-OJT-0074,1,POROS AKTA PURIFIER HPLC (Bedford and Chelmsford MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED7050,B1,BED7050 LAB VACUUM OVEN DRYING (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED7029,B2,BED7029 GLASSWARE & NALGENE CONTAINER CLEANING W/NaOH (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED7023,A1,BED7023 PIPETTE PERFORMANCE VERIFICATION (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-100044765,D,"100044765 SOP,POROS AAV QPCR RT STABILITY (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-100058763,D,"100058763 PROC, QC LAB CLEANING - 2P (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-100079223,A1,100079223 POROS HIC FILTRATE RI FORM (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED7112,B00,"BED7112 GLASSWARE CLEANING, QC (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-100044764,E,"100044764 FORM,POROS AAV UV RT STABILITY (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-100038476,D,"100038476 PROC,NANODROP OPERATION & CALIBRATION (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED7124,A2,BED7124 USE OF GASES BY PRODUCTION AND QC (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-100037936,J,100037936 AAV RESIN VIRAL VECTOR SPECIFICITY (PPA MA Sites),Days,28,23-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-100038017,K,"100038017 FORM, VIRAL VECTOR RESIN SPECIFICITY (PPA MA Sites)",Days,28,23-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-100058764,C,"100058764 FORM, QC LAB CLEANING - 2P (PPA MA Sites)",Days,28,23-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-100075200,C,100075200 POROS BIOBURDEN SPREADSHEET (PPA MA Sites),Days,28,22-Jun-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-100075299,C,100075299 BIOBURDEN SAMPLING FOR FINAL PRODUCT (PPA MA Sites),Days,28,22-Jun-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-100075706,D,"100075706 SOP, A215 PH/COND METER (PPA MA Sites)",Days,28,23-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-4440593,A3,"4440593 UOP, METTLER TOLEDO SEVENMULTI METER (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-4451875,E,"4451875 SOP, CERIUM TITRATION (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-4453086,F,"4453086 FORM, POROS OH PERCENT SOLIDS (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-4459568,D,"4459568 FORM, CERIUM (IV) SULFATE TITRATION (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-4461557,B,"4461557 PROC,POROS OH PERCENT SOLIDS (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-4467972,F,"4467972 FORM, APTAC CONCENTRATION BY RI (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-4482667,C,"4482667 PROC, CERIC SULFATE SOLUBILITY TEST (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-4482668,B2,"4482668 FORM, CERIC SULFATE SOLUBILITY TEST (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-4486541,F,"4486541 FORM, POLYMER IN APTAC BY TURBIDITY (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-8-0085-70-0395,D,8-0085-70-0395 GLASSWARE CLEANING & NAOH RINSE DATA SHEET (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-8-0146-70-0596,C4,8-0146-70-0596 INCOMING SAMPLES LOG (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-8-0357-70-0899,E,8-0357-70-0899 BEDFORD FINISHED PRODUCT VISUAL INSP FRM (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED3002,B,BED3002 COLUMN PERMEABILITY TEST (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED3026,F,BED3026 LOSS ON DRYING - TEST & OPER OF OHAUS B (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED3084,S,BED3084 DETERMINATION OF PROTEIN CONCENTRATION by UV (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED3144,B,BED3144 SIGNIFICANT FIGURES ROUNDING & REPORTIN (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED3151,T,BED3151 RECEIVING INSPECTION WORK INSTRUCTIONS (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED3160,C,BED3160 CONTROL OF QC TEST SAMPLES (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED3169,A3,BED3169 EQUIPMENT USE AND INSTRUMENT USE LOGS (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED3203,B,BED3203 COLUMN TRACKING IN THE CDM CAMBRIDGE QC (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-BED3286,D,BED3286 USE OF CHROMATOGRAPHY CONTROLS (PPA MA Sites),Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-4378618,C1,"4378618 PROC, WEIGHT % SOLIDS ANALYSIS (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
,,CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.,DOC,LSG-BED-4378345,J,"4378345 PROC, PH/CONDUCT/CALIBRAT/S47MULTIMETER (PPA MA Sites)",Days,28,11-Apr-25,,,,Yes,11-Apr-25
